,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
735,IC807,IC,9,"[u'008891702', u'008891009', u'008891264', u'008891314', u'008892205', u'008896800', u'008896909', u'008896925', u'008896008']"
736,IC815,IC,8,"[u'008891009', u'008891264', u'008891314', u'008892205', u'008896800', u'008896909', u'008896925', u'008896008']"
737,IC816,IC,8,"[u'008891009', u'008891264', u'008891314', u'008892205', u'008896800', u'008896909', u'008896925', u'008896008']"
738,IC819,IC,9,"[u'008891702', u'008891009', u'008891264', u'008891314', u'008892205', u'008896800', u'008896909', u'008896925', u'008896008']"
739,IC822,IC,8,"[u'008891009', u'008891264', u'008891314', u'008892205', u'008896800', u'008896909', u'008896925', u'008896008']"
740,IC829,IC,8,"[u'008896008', u'008896925', u'008896909', u'008896800', u'008892205', u'008891314', u'008891264', u'008891009']"
741,IC832,IC,8,"[u'008896008', u'008896925', u'008896909', u'008896800', u'008892205', u'008891314', u'008891264', u'008891009']"
742,IC835,IC,8,"[u'008896008', u'008896925', u'008896909', u'008896800', u'008892205', u'008891314', u'008891264', u'008891009']"
743,IC837,IC,9,"[u'008896008', u'008896925', u'008896909', u'008896800', u'008892205', u'008891314', u'008891264', u'008891009', u'008891702']"
744,IC839,IC,8,"[u'008896008', u'008896925', u'008896909', u'008896800', u'008892205', u'008891314', u'008891264', u'008891009']"
745,IC840,IC,8,"[u'008896008', u'008896925', u'008896909', u'008896800', u'008892205', u'008891314', u'008891264', u'008891009']"
746,IC906,IC,10,"[u'008885704', u'008885753', u'008885068', u'008885001', u'008884004', u'008881000', u'008882206', u'008872009', u'008874609', u'008863008']"
747,IC911,IC,8,"[u'008885001', u'008884004', u'008881000', u'008882206', u'008872009', u'008874609', u'008861119', u'008863008']"
748,IC9211,IC,14,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008821022', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
749,IC9212,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
750,IC9215,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
751,IC9216,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
752,IC9219,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
753,IC9220,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
754,IC9223,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
755,IC9224,IC,14,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008811130', u'008812005', u'008813003', u'008814001']"
756,IC9228,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
757,IC9231,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
758,IC9235,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
759,IC9240,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
760,IC9247,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
761,IC9248,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
762,IC9251,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
763,IC9252,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
764,IC9255,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
765,IC9259,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
766,IC9260,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
767,IC9263,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
768,IC9264,IC,13,"[u'008400058', u'008400561', u'008400280', u'008400530', u'008400180', u'008400526', u'008821006', u'008821121', u'008822004', u'008819406', u'008812005', u'008813003', u'008814001']"
769,IC9271,IC,13,"[u'008814001', u'008813003', u'008812005', u'008819406', u'008822004', u'008821121', u'008821006', u'008400526', u'008400180', u'008400530', u'008400280', u'008400561', u'008400058']"
770,IC929,IC,12,"[u'008863008', u'008874609', u'008872009', u'008882206', u'008881000', u'008884004', u'008885001', u'008885068', u'008728687', u'008728686', u'008728683', u'008728600']"
771,IC936,IC,13,"[u'008863008', u'008874609', u'008872009', u'008882206', u'008881000', u'008884004', u'008885001', u'008885068', u'008728686', u'008728683', u'008728606', u'008728710', u'008728600']"
772,IC938,IC,10,"[u'008863008', u'008874609', u'008872009', u'008882206', u'008881000', u'008884004', u'008885001', u'008885068', u'008885753', u'008885704']"
773,IC941,IC,7,"[u'008863008', u'008874609', u'008872009', u'008882206', u'008881000', u'008884004', u'008885001']"
774,ICE11,ICE,7,"[u'008814001', u'008812005', u'008841004', u'008015345', u'008015458', u'008011090', u'008011068']"
775,ICE13,ICE,6,"[u'008814001', u'008841004', u'008015345', u'008015458', u'008011090', u'008011068']"
776,ICE15,ICE,7,"[u'008814001', u'008812005', u'008841004', u'008015345', u'008015458', u'008011090', u'008011068']"
777,ICE16,ICE,7,"[u'008011068', u'008011090', u'008015458', u'008015345', u'008841004', u'008812005', u'008814001']"
778,L1687,L,17,"[u'008893708', u'008893815', u'008893260', u'008893252', u'008893211', u'008893120', u'008893179', u'008892007', u'008892080', u'008892650', u'008892643', u'008892635', u'008892627', u'008892601', u'008892734', u'008896230', u'008896008']"
779,L1857,L,12,"[u'008892007', u'008893013', u'008893039', u'008893047', u'008893054', u'008893062', u'008893070', u'008895257', u'008895240', u'008895208', u'008895570', u'008895505']"
780,L1863,L,12,"[u'008892007', u'008893013', u'008893039', u'008893047', u'008893054', u'008893062', u'008893070', u'008895257', u'008895240', u'008895208', u'008895570', u'008895505']"
781,L1867,L,12,"[u'008892007', u'008893013', u'008893039', u'008893047', u'008893054', u'008893062', u'008893070', u'008895257', u'008895240', u'008895208', u'008895570', u'008895505']"
782,L1869,L,12,"[u'008892007', u'008893013', u'008893039', u'008893047', u'008893054', u'008893062', u'008893070', u'008895257', u'008895240', u'008895208', u'008895570', u'008895505']"
783,L1876,L,12,"[u'008895505', u'008895570', u'008895208', u'008895240', u'008895257', u'008893070', u'008893062', u'008893054', u'008893047', u'008893039', u'008893013', u'008892007']"
784,L1877,L,12,"[u'008895505', u'008895570', u'008895208', u'008895240', u'008895257', u'008893070', u'008893062', u'008893054', u'008893047', u'008893039', u'008893013', u'008892007']"
785,L1878,L,12,"[u'008895505', u'008895570', u'008895208', u'008895240', u'008895257', u'008893070', u'008893062', u'008893054', u'008893047', u'008893039', u'008893013', u'008892007']"
786,L1882,L,12,"[u'008895505', u'008895570', u'008895208', u'008895240', u'008895257', u'008893070', u'008893062', u'008893054', u'008893047', u'008893039', u'008893013', u'008892007']"
787,L1883,L,12,"[u'008895505', u'008895570', u'008895208', u'008895240', u'008895257', u'008893070', u'008893062', u'008893054', u'008893047', u'008893039', u'008893013', u'008892007']"
788,L1886,L,12,"[u'008895505', u'008895570', u'008895208', u'008895240', u'008895257', u'008893070', u'008893062', u'008893054', u'008893047', u'008893039', u'008893013', u'008892007']"
789,L2459,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
790,L2461,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
791,L2462,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
792,L2463,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
793,L2466,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
794,L2467,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
795,L2468,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
796,L2469,L,9,"[u'008833001', u'008833233', u'008833209', u'008833258', u'008833266', u'008833274', u'008831401', u'008831088', u'008831005']"
797,L2476,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
798,L2477,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
799,L2478,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
800,L2479,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
801,L2482,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
802,L2484,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
803,L2485,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
804,L2489,L,9,"[u'008831005', u'008831088', u'008831401', u'008833274', u'008833266', u'008833258', u'008833209', u'008833233', u'008833001']"
805,L2558,L,21,"[u'008822715', u'008822848', u'008822814', u'008824240', u'008824232', u'008824224', u'008824158', u'008821196', u'008821121', u'008821006', u'008821063', u'008821089', u'008821071', u'008821543', u'008821535', u'008821519', u'008821451', u'008821444', u'008821436', u'008821402', u'008400526']"
806,L2569,L,21,"[u'008822715', u'008822848', u'008822814', u'008824240', u'008824232', u'008824224', u'008824158', u'008821196', u'008821121', u'008821006', u'008821063', u'008821089', u'008821071', u'008821543', u'008821535', u'008821519', u'008821451', u'008821444', u'008821436', u'008821402', u'008400526']"
807,L2578,L,21,"[u'008400526', u'008821402', u'008821436', u'008821444', u'008821451', u'008821519', u'008821535', u'008821543', u'008821071', u'008821089', u'008821063', u'008821006', u'008821121', u'008821196', u'008824158', u'008824224', u'008824232', u'008824240', u'008822814', u'008822848', u'008822715']"
808,L2579,L,21,"[u'008400526', u'008821402', u'008821436', u'008821444', u'008821451', u'008821519', u'008821535', u'008821543', u'008821071', u'008821089', u'008821063', u'008821006', u'008821121', u'008821196', u'008824158', u'008824224', u'008824232', u'008824240', u'008822814', u'008822848', u'008822715']"
809,L2580,L,21,"[u'008400526', u'008821402', u'008821436', u'008821444', u'008821451', u'008821519', u'008821535', u'008821543', u'008821071', u'008821089', u'008821063', u'008821006', u'008821121', u'008821196', u'008824158', u'008824224', u'008824232', u'008824240', u'008822814', u'008822848', u'008822715']"
810,L2581,L,21,"[u'008400526', u'008821402', u'008821436', u'008821444', u'008821451', u'008821519', u'008821535', u'008821543', u'008821071', u'008821089', u'008821063', u'008821006', u'008821121', u'008821196', u'008824158', u'008824224', u'008824232', u'008824240', u'008822814', u'008822848', u'008822715']"
811,L2583,L,21,"[u'008400526', u'008821402', u'008821436', u'008821444', u'008821451', u'008821519', u'008821535', u'008821543', u'008821071', u'008821089', u'008821063', u'008821006', u'008821121', u'008821196', u'008824158', u'008824224', u'008824232', u'008824240', u'008822814', u'008822848', u'008822715']"
812,L2585,L,21,"[u'008400526', u'008821402', u'008821436', u'008821444', u'008821451', u'008821519', u'008821535', u'008821543', u'008821071', u'008821089', u'008821063', u'008821006', u'008821121', u'008821196', u'008824158', u'008824224', u'008824232', u'008824240', u'008822814', u'008822848', u'008822715']"
813,L2588,L,21,"[u'008400526', u'008821402', u'008821436', u'008821444', u'008821451', u'008821519', u'008821535', u'008821543', u'008821071', u'008821089', u'008821063', u'008821006', u'008821121', u'008821196', u'008824158', u'008824224', u'008824232', u'008824240', u'008822814', u'008822848', u'008822715']"
814,L2661,L,13,"[u'008821006', u'008821121', u'008821196', u'008894821', u'008894755', u'008894748', u'008894714', u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401']"
815,L2666,L,13,"[u'008821006', u'008821121', u'008821196', u'008894821', u'008894755', u'008894748', u'008894714', u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401']"
816,L2668,L,13,"[u'008821006', u'008821121', u'008821196', u'008894821', u'008894755', u'008894748', u'008894714', u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401']"
817,L2680,L,11,"[u'008894201', u'008894425', u'008894433', u'008894508', u'008894714', u'008894748', u'008894755', u'008894821', u'008821196', u'008821121', u'008821006']"
818,L2681,L,11,"[u'008894201', u'008894425', u'008894433', u'008894508', u'008894714', u'008894748', u'008894755', u'008894821', u'008821196', u'008821121', u'008821006']"
819,L2682,L,11,"[u'008894201', u'008894425', u'008894433', u'008894508', u'008894714', u'008894748', u'008894755', u'008894821', u'008821196', u'008821121', u'008821006']"
820,L2684,L,11,"[u'008894201', u'008894425', u'008894433', u'008894508', u'008894714', u'008894748', u'008894755', u'008894821', u'008821196', u'008821121', u'008821006']"
821,L2688,L,13,"[u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508', u'008894714', u'008894748', u'008894755', u'008894821', u'008821196', u'008821121', u'008821006']"
822,L2689,L,13,"[u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508', u'008894714', u'008894748', u'008894755', u'008894821', u'008821196', u'008821121', u'008821006']"
823,L2690,L,11,"[u'008894201', u'008894425', u'008894433', u'008894508', u'008894714', u'008894748', u'008894755', u'008894821', u'008821196', u'008821121', u'008821006']"
824,L2757,L,11,"[u'008833001', u'008833175', u'008822525', u'008822517', u'008822475', u'008822004', u'008822608', u'008822715', u'008822772', u'008894672', u'008894508']"
825,L2764,L,11,"[u'008833001', u'008833175', u'008822525', u'008822517', u'008822475', u'008822004', u'008822608', u'008822715', u'008822772', u'008894672', u'008894508']"
826,L2767,L,11,"[u'008833001', u'008833175', u'008822525', u'008822517', u'008822475', u'008822004', u'008822608', u'008822715', u'008822772', u'008894672', u'008894508']"
827,L2771,L,11,"[u'008833001', u'008833175', u'008822525', u'008822517', u'008822475', u'008822004', u'008822608', u'008822715', u'008822772', u'008894672', u'008894508']"
828,L2778,L,11,"[u'008894508', u'008894672', u'008822772', u'008822715', u'008822608', u'008822004', u'008822475', u'008822517', u'008822525', u'008833175', u'008833001']"
829,L2779,L,11,"[u'008894508', u'008894672', u'008822772', u'008822715', u'008822608', u'008822004', u'008822475', u'008822517', u'008822525', u'008833175', u'008833001']"
830,L2782,L,11,"[u'008894508', u'008894672', u'008822772', u'008822715', u'008822608', u'008822004', u'008822475', u'008822517', u'008822525', u'008833175', u'008833001']"
831,L2785,L,11,"[u'008894508', u'008894672', u'008822772', u'008822715', u'008822608', u'008822004', u'008822475', u'008822517', u'008822525', u'008833175', u'008833001']"
832,L2855,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
833,L2856,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
834,L2857,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
835,L2859,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
836,L2863,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
837,L2864,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
838,L2865,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
839,L2866,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
840,L2867,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
841,L2868,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
842,L2870,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
843,L2872,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821816', u'008821824', u'008821832', u'008821857', u'008821865', u'008833209', u'008833233', u'008833001']"
844,L2878,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
845,L2879,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
846,L2881,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
847,L2882,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
848,L2883,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
849,L2884,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
850,L2886,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
851,L2887,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
852,L2889,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
853,L2890,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
854,L2891,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
855,L2892,L,13,"[u'008833001', u'008833233', u'008833209', u'008821865', u'008821857', u'008821832', u'008821824', u'008821816', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
856,L2960,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821659', u'008821667', u'008821725', u'008821709', u'008821717', u'008832458', u'008832433', u'008832409']"
857,L2964,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821659', u'008821667', u'008821725', u'008821709', u'008821717', u'008832458', u'008832433', u'008832409']"
858,L2966,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821659', u'008821667', u'008821725', u'008821709', u'008821717', u'008832458', u'008832433', u'008832409']"
859,L2967,L,13,"[u'008821006', u'008821121', u'008821147', u'008821634', u'008821600', u'008821659', u'008821667', u'008821725', u'008821709', u'008821717', u'008832458', u'008832433', u'008832409']"
860,L2977,L,13,"[u'008832409', u'008832433', u'008832458', u'008821717', u'008821709', u'008821725', u'008821667', u'008821659', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
861,L2978,L,13,"[u'008832409', u'008832433', u'008832458', u'008821717', u'008821709', u'008821725', u'008821667', u'008821659', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
862,L2979,L,13,"[u'008832409', u'008832433', u'008832458', u'008821717', u'008821709', u'008821725', u'008821667', u'008821659', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
863,L2983,L,13,"[u'008832409', u'008832433', u'008832458', u'008821717', u'008821709', u'008821725', u'008821667', u'008821659', u'008821600', u'008821634', u'008821147', u'008821121', u'008821006']"
864,L4276,L,7,"[u'008882206', u'008882230', u'008882248', u'008871415', u'008871514', u'008871100', u'008872009']"
865,L4288,L,13,"[u'008871308', u'008871365', u'008871373', u'008871381', u'008882701', u'008882107', u'008882206', u'008882230', u'008882248', u'008871415', u'008871514', u'008871100', u'008872009']"
866,L4359,L,5,"[u'008882701', u'008883238', u'008883220', u'008883212', u'008883006']"
867,L4382,L,5,"[u'008883006', u'008883212', u'008883220', u'008883238', u'008882701']"
868,L4462,L,10,"[u'008881505', u'008881562', u'008881570', u'008881000', u'008881315', u'008881406', u'008881430', u'008881455', u'008881463', u'008882206']"
869,L4559,L,28,"[u'008833159', u'008811601', u'008811817', u'008811825', u'008872611', u'008872587', u'008872579', u'008872553', u'008872520', u'008872413', u'008872306', u'008872066', u'008872009', u'008874054', u'008874005', u'008874559', u'008874567', u'008874583', u'008874609', u'008874716', u'008874724', u'008861150', u'008861143', u'008861135', u'008861127', u'008861119', u'008863008', u'008863115']"
870,L4561,L,27,"[u'008811601', u'008811817', u'008811825', u'008872611', u'008872587', u'008872579', u'008872553', u'008872520', u'008872413', u'008872306', u'008872066', u'008872009', u'008874054', u'008874005', u'008874559', u'008874567', u'008874583', u'008874609', u'008874716', u'008874724', u'008861150', u'008861143', u'008861135', u'008861127', u'008861119', u'008863008', u'008863115']"
871,L4563,L,27,"[u'008811601', u'008811817', u'008811825', u'008872611', u'008872587', u'008872579', u'008872553', u'008872520', u'008872413', u'008872306', u'008872066', u'008872009', u'008874054', u'008874005', u'008874559', u'008874567', u'008874583', u'008874609', u'008874716', u'008874724', u'008861150', u'008861143', u'008861135', u'008861127', u'008861119', u'008863008', u'008863115']"
872,L4579,L,27,"[u'008863115', u'008863008', u'008861119', u'008861127', u'008861135', u'008861143', u'008861150', u'008874724', u'008874716', u'008874609', u'008874583', u'008874567', u'008874559', u'008874005', u'008874054', u'008872009', u'008872066', u'008872306', u'008872413', u'008872520', u'008872553', u'008872579', u'008872587', u'008872611', u'008811825', u'008811817', u'008811601']"
873,L4580,L,27,"[u'008863115', u'008863008', u'008861119', u'008861127', u'008861135', u'008861143', u'008861150', u'008874724', u'008874716', u'008874609', u'008874583', u'008874567', u'008874559', u'008874005', u'008874054', u'008872009', u'008872066', u'008872306', u'008872413', u'008872520', u'008872553', u'008872579', u'008872587', u'008872611', u'008811825', u'008811817', u'008811601']"
874,L4587,L,27,"[u'008863115', u'008863008', u'008861119', u'008861127', u'008861135', u'008861143', u'008861150', u'008874724', u'008874716', u'008874609', u'008874583', u'008874567', u'008874559', u'008874005', u'008874054', u'008872009', u'008872066', u'008872306', u'008872413', u'008872520', u'008872553', u'008872579', u'008872587', u'008872611', u'008811825', u'008811817', u'008811601']"
875,L4855,L,26,"[u'008895505', u'008886546', u'008886504', u'008886553', u'008886561', u'008886587', u'008886009', u'008886041', u'008886058', u'008886066', u'008886074', u'008881190', u'008881166', u'008881158', u'008881125', u'008881000', u'008884566', u'008884541', u'008884004', u'008884715', u'008884855', u'008885522', u'008885001', u'008885068', u'008885753', u'008885704']"
876,L4856,L,23,"[u'008895505', u'008886546', u'008886504', u'008886553', u'008886561', u'008886587', u'008886009', u'008886041', u'008886058', u'008886066', u'008886074', u'008881190', u'008881166', u'008881158', u'008881125', u'008881000', u'008884566', u'008884541', u'008884004', u'008884715', u'008884855', u'008885522', u'008885001']"
877,L4858,L,23,"[u'008895505', u'008886546', u'008886504', u'008886553', u'008886561', u'008886587', u'008886009', u'008886041', u'008886058', u'008886066', u'008886074', u'008881190', u'008881166', u'008881158', u'008881125', u'008881000', u'008884566', u'008884541', u'008884004', u'008884715', u'008884855', u'008885522', u'008885001']"
878,L4864,L,26,"[u'008895505', u'008886546', u'008886504', u'008886553', u'008886561', u'008886587', u'008886009', u'008886041', u'008886058', u'008886066', u'008886074', u'008881190', u'008881166', u'008881158', u'008881125', u'008881000', u'008884566', u'008884541', u'008884004', u'008884715', u'008884855', u'008885522', u'008885001', u'008885068', u'008885753', u'008885704']"
879,L4870,L,23,"[u'008895505', u'008886546', u'008886504', u'008886553', u'008886561', u'008886587', u'008886009', u'008886041', u'008886058', u'008886066', u'008886074', u'008881190', u'008881166', u'008881158', u'008881125', u'008881000', u'008884566', u'008884541', u'008884004', u'008884715', u'008884855', u'008885522', u'008885001']"
880,L4878,L,23,"[u'008885001', u'008885522', u'008884855', u'008884715', u'008884004', u'008884541', u'008884566', u'008881000', u'008881125', u'008881158', u'008881166', u'008881190', u'008886074', u'008886066', u'008886058', u'008886041', u'008886009', u'008886587', u'008886561', u'008886553', u'008886504', u'008886546', u'008895505']"
881,L4879,L,23,"[u'008885001', u'008885522', u'008884855', u'008884715', u'008884004', u'008884541', u'008884566', u'008881000', u'008881125', u'008881158', u'008881166', u'008881190', u'008886074', u'008886066', u'008886058', u'008886041', u'008886009', u'008886587', u'008886561', u'008886553', u'008886504', u'008886546', u'008895505']"
882,L4880,L,26,"[u'008885704', u'008885753', u'008885068', u'008885001', u'008885522', u'008884855', u'008884715', u'008884004', u'008884541', u'008884566', u'008881000', u'008881125', u'008881158', u'008881166', u'008881190', u'008886074', u'008886066', u'008886058', u'008886041', u'008886009', u'008886587', u'008886561', u'008886553', u'008886504', u'008886546', u'008895505']"
