,vehicle_id,vehicle_type,nr_of_stops,stopping_station_ids
321,IC2838,IC,7,"[u'008819406', u'008812005', u'008813003', u'008814001', u'008892007', u'008891140', u'008891009']"
322,IC2839,IC,7,"[u'008819406', u'008812005', u'008813003', u'008814001', u'008892007', u'008891140', u'008891009']"
323,IC2840,IC,7,"[u'008819406', u'008812005', u'008813003', u'008814001', u'008892007', u'008891140', u'008891009']"
324,IC2841,IC,7,"[u'008819406', u'008812005', u'008813003', u'008814001', u'008892007', u'008891140', u'008891009']"
325,IC2843,IC,7,"[u'008819406', u'008812005', u'008813003', u'008814001', u'008892007', u'008891140', u'008891009']"
326,IC2908,IC,7,"[u'008821006', u'008821121', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
327,IC2909,IC,8,"[u'008821006', u'008821121', u'008821147', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
328,IC2911,IC,8,"[u'008821006', u'008821121', u'008821147', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
329,IC2913,IC,8,"[u'008821006', u'008821121', u'008821147', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
330,IC2915,IC,7,"[u'008821006', u'008821121', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
331,IC2916,IC,7,"[u'008821006', u'008821121', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
332,IC2917,IC,7,"[u'008821006', u'008821121', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
333,IC2918,IC,7,"[u'008821006', u'008821121', u'008821600', u'008821832', u'008833209', u'008833233', u'008833001']"
334,IC2929,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
335,IC2930,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
336,IC2931,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
337,IC2932,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
338,IC2933,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
339,IC2934,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
340,IC2935,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
341,IC2936,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
342,IC2937,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
343,IC2938,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
344,IC2940,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
345,IC2941,IC,7,"[u'008833001', u'008833233', u'008833209', u'008821832', u'008821600', u'008821121', u'008821006']"
346,IC3006,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
347,IC3007,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
348,IC3008,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
349,IC3011,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
350,IC3013,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
351,IC3014,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
352,IC3016,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
353,IC3017,IC,8,"[u'008821006', u'008821121', u'008821196', u'008894508', u'008894201', u'008894151', u'008893120', u'008892007']"
354,IC3029,IC,8,"[u'008892007', u'008893120', u'008894151', u'008894201', u'008894508', u'008821196', u'008821121', u'008821006']"
355,IC3034,IC,8,"[u'008892007', u'008893120', u'008894151', u'008894201', u'008894508', u'008821196', u'008821121', u'008821006']"
356,IC3036,IC,8,"[u'008892007', u'008893120', u'008894151', u'008894201', u'008894508', u'008821196', u'008821121', u'008821006']"
357,IC3037,IC,8,"[u'008892007', u'008893120', u'008894151', u'008894201', u'008894508', u'008821196', u'008821121', u'008821006']"
358,IC3038,IC,8,"[u'008892007', u'008893120', u'008894151', u'008894201', u'008894508', u'008821196', u'008821121', u'008821006']"
359,IC3106,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
360,IC3107,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
361,IC3108,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
362,IC3110,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
363,IC3111,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
364,IC3112,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
365,IC3114,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
366,IC3115,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
367,IC3116,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
368,IC3117,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
369,IC3127,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
370,IC3128,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
371,IC3129,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
372,IC3130,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
373,IC3131,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
374,IC3132,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
375,IC3133,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
376,IC3135,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
377,IC3136,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
378,IC3137,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
379,IC3138,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
380,IC3139,IC,9,"[u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
381,IC3204,IC,16,"[u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
382,IC3205,IC,19,"[u'008885704', u'008885753', u'008885068', u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
383,IC3206,IC,20,"[u'008896008', u'008885704', u'008885753', u'008885068', u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
384,IC3207,IC,20,"[u'008896008', u'008885704', u'008885753', u'008885068', u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
385,IC3209,IC,20,"[u'008896008', u'008885704', u'008885753', u'008885068', u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
386,IC3210,IC,20,"[u'008896008', u'008885704', u'008885753', u'008885068', u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
387,IC3213,IC,20,"[u'008896008', u'008885704', u'008885753', u'008885068', u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
388,IC3214,IC,20,"[u'008896008', u'008885704', u'008885753', u'008885068', u'008885001', u'008886348', u'008886009', u'008883436', u'008883311', u'008814308', u'008814001', u'008813003', u'008812005', u'008812047', u'008893401', u'008894235', u'008894201', u'008894425', u'008894433', u'008894508']"
389,IC3229,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
390,IC3230,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
391,IC3231,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
392,IC3232,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
393,IC3233,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
394,IC3234,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
395,IC3235,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
396,IC3236,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
397,IC3237,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
398,IC3238,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
399,IC3239,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
400,IC3240,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
401,IC3241,IC,20,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001', u'008885068', u'008885753', u'008885704', u'008896008']"
402,IC3244,IC,16,"[u'008894508', u'008894433', u'008894425', u'008894201', u'008894235', u'008893401', u'008812047', u'008812005', u'008813003', u'008814001', u'008814308', u'008883311', u'008883436', u'008886009', u'008886348', u'008885001']"
403,IC3308,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
404,IC3310,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
405,IC3311,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
406,IC3312,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
407,IC3313,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
408,IC3314,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
409,IC3315,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
410,IC3316,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
411,IC3317,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
412,IC3318,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
413,IC3319,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
414,IC3320,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
415,IC3321,IC,14,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006', u'008821071', u'008821535', u'008821519', u'008821444', u'008821402']"
416,IC3323,IC,9,"[u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008822343', u'008821238', u'008821121', u'008821006']"
417,IC3327,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
418,IC3328,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
419,IC3329,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
420,IC3330,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
421,IC3331,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
422,IC3334,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
423,IC3335,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
424,IC3336,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
425,IC3337,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
426,IC3338,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
427,IC3339,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
428,IC3340,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
429,IC3342,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
430,IC3343,IC,14,"[u'008821402', u'008821444', u'008821519', u'008821535', u'008821071', u'008821006', u'008821121', u'008821238', u'008822343', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001']"
431,IC3406,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
432,IC3407,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
433,IC3411,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
434,IC3413,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
435,IC3414,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
436,IC3415,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
437,IC3416,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
438,IC3418,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
439,IC3419,IC,17,"[u'008882362', u'008882339', u'008882206', u'008882107', u'008883212', u'008883006', u'008883808', u'008814308', u'008814001', u'008813003', u'008812005', u'008811189', u'008822004', u'008821600', u'008821717', u'008821964', u'008821907']"
440,IC3428,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
441,IC3429,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
442,IC3430,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
443,IC3431,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
444,IC3432,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
445,IC3433,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
446,IC3434,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
447,IC3435,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
448,IC3437,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
449,IC3438,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
450,IC3439,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
451,IC3441,IC,17,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206', u'008882339', u'008882362']"
452,IC3442,IC,15,"[u'008821907', u'008821964', u'008821717', u'008821600', u'008822004', u'008811189', u'008812005', u'008813003', u'008814001', u'008814308', u'008883808', u'008883006', u'008883212', u'008882107', u'008882206']"
453,IC3603,IC,19,"[u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
454,IC3604,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
455,IC3605,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
456,IC3606,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
457,IC3607,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
458,IC3608,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
459,IC3609,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
460,IC3610,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
461,IC3611,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
462,IC3612,IC,28,"[u'008892338', u'008892320', u'008892304', u'008892452', u'008892403', u'008892205', u'008892254', u'008892106', u'008892080', u'008892007', u'008893559', u'008893542', u'008893583', u'008895067', u'008895000', u'008895091', u'008895802', u'008895836', u'008814001', u'008813003', u'008812005', u'008819406', u'008833001', u'008833050', u'008833308', u'008833449', u'008833670', u'008833605']"
